GEOID,NAME,P01
19045,"Clinton County, Iowa",50149
19047,"Crawford County, Iowa",16942
19049,"Dallas County, Iowa",40750
19051,"Davis County, Iowa",8541
19053,"Decatur County, Iowa",8689
19055,"Delaware County, Iowa",18404
19057,"Des Moines County, Iowa",42351
19059,"Dickinson County, Iowa",16424
19061,"Dubuque County, Iowa",89143
19063,"Emmet County, Iowa",11027
19065,"Fayette County, Iowa",22008
19067,"Floyd County, Iowa",16900
19069,"Franklin County, Iowa",10704
19071,"Fremont County, Iowa",8010
19073,"Greene County, Iowa",10366
19075,"Grundy County, Iowa",12369
19077,"Guthrie County, Iowa",11353
19079,"Hamilton County, Iowa",16438
19081,"Hancock County, Iowa",12100
19083,"Hardin County, Iowa",18812
19085,"Harrison County, Iowa",15666
19087,"Henry County, Iowa",20336
19089,"Howard County, Iowa",9932
19091,"Humboldt County, Iowa",10381
19093,"Ida County, Iowa",7837
19095,"Iowa County, Iowa",15671
19097,"Jackson County, Iowa",20296
19099,"Jasper County, Iowa",37213
19101,"Jefferson County, Iowa",16181
19103,"Johnson County, Iowa",111006
19105,"Jones County, Iowa",20221
19107,"Keokuk County, Iowa",11400
19109,"Kossuth County, Iowa",17163
19111,"Lee County, Iowa",38052
19113,"Linn County, Iowa",191701
19115,"Louisa County, Iowa",12183
19117,"Lucas County, Iowa",9422
19119,"Lyon County, Iowa",11763
19121,"Madison County, Iowa",14019
19123,"Mahaska County, Iowa",22335
19125,"Marion County, Iowa",32052
19127,"Marshall County, Iowa",39311
19129,"Mills County, Iowa",14547
19131,"Mitchell County, Iowa",10874
19133,"Monona County, Iowa",10020
19135,"Monroe County, Iowa",8016
19137,"Montgomery County, Iowa",11771
19139,"Muscatine County, Iowa",41722
19141,"O'Brien County, Iowa",15102
19143,"Osceola County, Iowa",7003
19145,"Page County, Iowa",16976
19147,"Palo Alto County, Iowa",10147
19149,"Plymouth County, Iowa",24849
19151,"Pocahontas County, Iowa",8662
19153,"Polk County, Iowa",374601
19155,"Pottawattamie County, Iowa",87704
19157,"Poweshiek County, Iowa",18815
19159,"Ringgold County, Iowa",5469
19161,"Sac County, Iowa",11529
19163,"Scott County, Iowa",158668
19165,"Shelby County, Iowa",13173
19167,"Sioux County, Iowa",31589
19169,"Story County, Iowa",79981
19171,"Tama County, Iowa",18103
19173,"Taylor County, Iowa",6958
19175,"Union County, Iowa",12309
19177,"Van Buren County, Iowa",7809
19179,"Wapello County, Iowa",36051
19181,"Warren County, Iowa",40671
19183,"Washington County, Iowa",20670
19185,"Wayne County, Iowa",6730
19187,"Webster County, Iowa",40235
19189,"Winnebago County, Iowa",11723
19191,"Winneshiek County, Iowa",21310
19193,"Woodbury County, Iowa",103877
19195,"Worth County, Iowa",7909
19197,"Wright County, Iowa",14334
20001,"Allen County, Kansas",14385
20003,"Anderson County, Kansas",8110
20005,"Atchison County, Kansas",16774
20007,"Barber County, Kansas",5307
20009,"Barton County, Kansas",28205
20011,"Bourbon County, Kansas",15379
20013,"Brown County, Kansas",10724
20015,"Butler County, Kansas",59482
20017,"Chase County, Kansas",3030
20019,"Chautauqua County, Kansas",4359
20021,"Cherokee County, Kansas",22605
20023,"Cheyenne County, Kansas",3165
20025,"Clark County, Kansas",2390
20027,"Clay County, Kansas",8822
20029,"Cloud County, Kansas",10268
20031,"Coffey County, Kansas",8865
20033,"Comanche County, Kansas",1967
20035,"Cowley County, Kansas",36291
20037,"Crawford County, Kansas",38242
20039,"Decatur County, Kansas",3472
20041,"Dickinson County, Kansas",19344
20043,"Doniphan County, Kansas",8249
20045,"Douglas County, Kansas",99962
20047,"Edwards County, Kansas",3449
20049,"Elk County, Kansas",3261
20051,"Ellis County, Kansas",27507
20053,"Ellsworth County, Kansas",6525
20055,"Finney County, Kansas",40523
20057,"Ford County, Kansas",32458
20059,"Franklin County, Kansas",24784
20061,"Geary County, Kansas",27947
20063,"Gove County, Kansas",3068
20065,"Graham County, Kansas",2946
20067,"Grant County, Kansas",7909
20069,"Gray County, Kansas",5904
20071,"Greeley County, Kansas",1534
20073,"Greenwood County, Kansas",7673
20075,"Hamilton County, Kansas",2670
20077,"Harper County, Kansas",6536
20079,"Harvey County, Kansas",32869
20081,"Haskell County, Kansas",4307
20083,"Hodgeman County, Kansas",2085
20085,"Jackson County, Kansas",12657
20087,"Jefferson County, Kansas",18426
20089,"Jewell County, Kansas",3791
20091,"Johnson County, Kansas",451086
20093,"Kearny County, Kansas",4531
20095,"Kingman County, Kansas",8673
20097,"Kiowa County, Kansas",3278
20099,"Labette County, Kansas",22835
20101,"Lane County, Kansas",2155
20103,"Leavenworth County, Kansas",68691
20105,"Lincoln County, Kansas",3578
20107,"Linn County, Kansas",9570
20109,"Logan County, Kansas",3046
20111,"Lyon County, Kansas",35935
20113,"McPherson County, Kansas",29554
20115,"Marion County, Kansas",13361
20117,"Marshall County, Kansas",10965
20119,"Meade County, Kansas",4631
20121,"Miami County, Kansas",28351
20123,"Mitchell County, Kansas",6932
20125,"Montgomery County, Kansas",36252
20127,"Morris County, Kansas",6104
20129,"Morton County, Kansas",3496
20131,"Nemaha County, Kansas",10717
20133,"Neosho County, Kansas",16997
20135,"Ness County, Kansas",3454
20137,"Norton County, Kansas",5953
20139,"Osage County, Kansas",16712
20141,"Osborne County, Kansas",4452
20143,"Ottawa County, Kansas",6163
20145,"Pawnee County, Kansas",7233
20147,"Phillips County, Kansas",6001
20149,"Pottawatomie County, Kansas",18209
20151,"Pratt County, Kansas",9647
20153,"Rawlins County, Kansas",2966
20155,"Reno County, Kansas",64790
20157,"Republic County, Kansas",5835
20159,"Rice County, Kansas",10761
20161,"Riley County, Kansas",62843
20163,"Rooks County, Kansas",5685
20165,"Rush County, Kansas",3551
20167,"Russell County, Kansas",7370
20169,"Saline County, Kansas",53597
20171,"Scott County, Kansas",5120
20173,"Sedgwick County, Kansas",452869
20175,"Seward County, Kansas",22510
20177,"Shawnee County, Kansas",169871
20179,"Sheridan County, Kansas",2813
20181,"Sherman County, Kansas",6760
20183,"Smith County, Kansas",4536
20185,"Stafford County, Kansas",4789
20187,"Stanton County, Kansas",2406
20189,"Stevens County, Kansas",5463
20191,"Sumner County, Kansas",25946
20193,"Thomas County, Kansas",8180
20195,"Trego County, Kansas",3319
20197,"Wabaunsee County, Kansas",6885
20199,"Wallace County, Kansas",1749
20201,"Washington County, Kansas",6483
20203,"Wichita County, Kansas",2531
20205,"Wilson County, Kansas",10332
20207,"Woodson County, Kansas",3788
20209,"Wyandotte County, Kansas",157882
21001,"Adair County, Kentucky",17244
21003,"Allen County, Kentucky",17800
21005,"Anderson County, Kentucky",19111
21007,"Ballard County, Kentucky",8286
21009,"Barren County, Kentucky",38033
21011,"Bath County, Kentucky",11085
21013,"Bell County, Kentucky",30060
21015,"Boone County, Kentucky",85991
21017,"Bourbon County, Kentucky",19360
21019,"Boyd County, Kentucky",49752
21021,"Boyle County, Kentucky",27697
21023,"Bracken County, Kentucky",8279
21025,"Breathitt County, Kentucky",16100
21027,"Breckinridge County, Kentucky",18648
21029,"Bullitt County, Kentucky",61236
21031,"Butler County, Kentucky",13010
21033,"Caldwell County, Kentucky",13060
21035,"Calloway County, Kentucky",34177
21037,"Campbell County, Kentucky",88616
21039,"Carlisle County, Kentucky",5351
21041,"Carroll County, Kentucky",10155
21043,"Carter County, Kentucky",26889
21045,"Casey County, Kentucky",15447
21047,"Christian County, Kentucky",72265
21049,"Clark County, Kentucky",33144
21051,"Clay County, Kentucky",24556
21053,"Clinton County, Kentucky",9634
21055,"Crittenden County, Kentucky",9384
21057,"Cumberland County, Kentucky",7147
21059,"Daviess County, Kentucky",91545
21061,"Edmonson County, Kentucky",11644
21063,"Elliott County, Kentucky",6748
21065,"Estill County, Kentucky",15307
21067,"Fayette County, Kentucky",260512
21069,"Fleming County, Kentucky",13792
21071,"Floyd County, Kentucky",42441
21073,"Franklin County, Kentucky",47687
21075,"Fulton County, Kentucky",7752
21077,"Gallatin County, Kentucky",7870
21079,"Garrard County, Kentucky",14792
21081,"Grant County, Kentucky",22384
21083,"Graves County, Kentucky",37028
21085,"Grayson County, Kentucky",24053
21087,"Green County, Kentucky",11518
21089,"Greenup County, Kentucky",36891
21091,"Hancock County, Kentucky",8392
21093,"Hardin County, Kentucky",94174
21095,"Harlan County, Kentucky",33202
21097,"Harrison County, Kentucky",17983
21099,"Hart County, Kentucky",17445
21101,"Henderson County, Kentucky",44829
21103,"Henry County, Kentucky",15060
21105,"Hickman County, Kentucky",5262
21107,"Hopkins County, Kentucky",46519
21109,"Jackson County, Kentucky",13495
21111,"Jefferson County, Kentucky",693604
21113,"Jessamine County, Kentucky",39041
21115,"Johnson County, Kentucky",23445
21117,"Kenton County, Kentucky",151464
21119,"Knott County, Kentucky",17649
21121,"Knox County, Kentucky",31795
21123,"Larue County, Kentucky",13373
21125,"Laurel County, Kentucky",52715
21127,"Lawrence County, Kentucky",15569
21129,"Lee County, Kentucky",7916
21131,"Leslie County, Kentucky",12401
21133,"Letcher County, Kentucky",25277
21135,"Lewis County, Kentucky",14092
21137,"Lincoln County, Kentucky",23361
21139,"Livingston County, Kentucky",9804
21141,"Logan County, Kentucky",26573
21143,"Lyon County, Kentucky",8080
21145,"McCracken County, Kentucky",65514
21147,"McCreary County, Kentucky",17080
21149,"McLean County, Kentucky",9938
21151,"Madison County, Kentucky",70872
21153,"Magoffin County, Kentucky",13332
21155,"Marion County, Kentucky",18212
21157,"Marshall County, Kentucky",30125
21159,"Martin County, Kentucky",12578
21161,"Mason County, Kentucky",16800
21163,"Meade County, Kentucky",26349
21165,"Menifee County, Kentucky",6556
21167,"Mercer County, Kentucky",20817
21169,"Metcalfe County, Kentucky",10037
21171,"Monroe County, Kentucky",11756
21173,"Montgomery County, Kentucky",22554
21175,"Morgan County, Kentucky",13948
21177,"Muhlenberg County, Kentucky",31839
21179,"Nelson County, Kentucky",37477
21181,"Nicholas County, Kentucky",6813
21183,"Ohio County, Kentucky",22916
21185,"Oldham County, Kentucky",46178
21187,"Owen County, Kentucky",10547
21189,"Owsley County, Kentucky",4858
21191,"Pendleton County, Kentucky",14390
21193,"Perry County, Kentucky",29390
21195,"Pike County, Kentucky",68736
21197,"Powell County, Kentucky",13237
21199,"Pulaski County, Kentucky",56217
21201,"Robertson County, Kentucky",2266
21203,"Rockcastle County, Kentucky",16582
21205,"Rowan County, Kentucky",22094
21207,"Russell County, Kentucky",16315
21209,"Scott County, Kentucky",33061
21211,"Shelby County, Kentucky",33337
21213,"Simpson County, Kentucky",16405
21215,"Spencer County, Kentucky",11766
21217,"Taylor County, Kentucky",22927
21219,"Todd County, Kentucky",11971
21221,"Trigg County, Kentucky",12597
21223,"Trimble County, Kentucky",8125
21225,"Union County, Kentucky",15637
21227,"Warren County, Kentucky",92522
21229,"Washington County, Kentucky",10916
21231,"Wayne County, Kentucky",19923
21233,"Webster County, Kentucky",14120
21235,"Whitley County, Kentucky",35865
21237,"Wolfe County, Kentucky",7065
21239,"Woodford County, Kentucky",23208
22001,"Acadia Parish, Louisiana",58861
22003,"Allen Parish, Louisiana",25440
22005,"Ascension Parish, Louisiana",76627
22007,"Assumption Parish, Louisiana",23388
22009,"Avoyelles Parish, Louisiana",41481
22011,"Beauregard Parish, Louisiana",32986
22013,"Bienville Parish, Louisiana",15752
22015,"Bossier Parish, Louisiana",98310
22017,"Caddo Parish, Louisiana",252161
22019,"Calcasieu Parish, Louisiana",183577
22021,"Caldwell Parish, Louisiana",10560
22023,"Cameron Parish, Louisiana",9991
22025,"Catahoula Parish, Louisiana",10920
22027,"Claiborne Parish, Louisiana",16851
22029,"Concordia Parish, Louisiana",20247
22031,"De Soto Parish, Louisiana",25494
22033,"East Baton Rouge Parish, Louisiana",412852
22035,"East Carroll Parish, Louisiana",9421
22037,"East Feliciana Parish, Louisiana",21360
22039,"Evangeline Parish, Louisiana",35434
22041,"Franklin Parish, Louisiana",21263
22043,"Grant Parish, Louisiana",18698
22045,"Iberia Parish, Louisiana",73266
22047,"Iberville Parish, Louisiana",33320
22049,"Jackson Parish, Louisiana",15397
22051,"Jefferson Parish, Louisiana",455466
22053,"Jefferson Davis Parish, Louisiana",31435
22055,"Lafayette Parish, Louisiana",190503
22057,"Lafourche Parish, Louisiana",89974
22059,"La Salle Parish, Louisiana",14282
22061,"Lincoln Parish, Louisiana",42509
22063,"Livingston Parish, Louisiana",91814
22065,"Madison Parish, Louisiana",13728
22067,"Morehouse Parish, Louisiana",31021
22069,"Natchitoches Parish, Louisiana",39080
22071,"Orleans Parish, Louisiana",484674
22073,"Ouachita Parish, Louisiana",147250
22075,"Plaquemines Parish, Louisiana",26757
22077,"Pointe Coupee Parish, Louisiana",22763
22079,"Rapides Parish, Louisiana",126337
22081,"Red River Parish, Louisiana",9622
22083,"Richland Parish, Louisiana",20981
22085,"Sabine Parish, Louisiana",23459
22087,"St. Bernard Parish, Louisiana",67229
22089,"St. Charles Parish, Louisiana",48072
22091,"St. Helena Parish, Louisiana",10525
22093,"St. James Parish, Louisiana",21216
22095,"St. John the Baptist Parish, Louisiana",43044
22097,"St. Landry Parish, Louisiana",87700
22099,"St. Martin Parish, Louisiana",48583
22101,"St. Mary Parish, Louisiana",53500
22103,"St. Tammany Parish, Louisiana",191268
22105,"Tangipahoa Parish, Louisiana",100588
22107,"Tensas Parish, Louisiana",6618
22109,"Terrebonne Parish, Louisiana",104503
22111,"Union Parish, Louisiana",22803
22113,"Vermilion Parish, Louisiana",53807
22115,"Vernon Parish, Louisiana",52531
22117,"Washington Parish, Louisiana",43926
22119,"Webster Parish, Louisiana",41831
22121,"West Baton Rouge Parish, Louisiana",21601
22123,"West Carroll Parish, Louisiana",12314
22125,"West Feliciana Parish, Louisiana",15111
22127,"Winn Parish, Louisiana",16894
23001,"Androscoggin County, Maine",103793
23003,"Aroostook County, Maine",73938
23005,"Cumberland County, Maine",265612
23007,"Franklin County, Maine",29467
23009,"Hancock County, Maine",51791
23011,"Kennebec County, Maine",117114
23013,"Knox County, Maine",39618
23015,"Lincoln County, Maine",33616
23017,"Oxford County, Maine",54755
23019,"Penobscot County, Maine",144919
23021,"Piscataquis County, Maine",17235
23023,"Sagadahoc County, Maine",35214
23025,"Somerset County, Maine",50888
23027,"Waldo County, Maine",36280
23029,"Washington County, Maine",33941
23031,"York County, Maine",186742
24001,"Allegany County, Maryland",74930
24003,"Anne Arundel County, Maryland",489656
24005,"Baltimore County, Maryland",754292
24009,"Calvert County, Maryland",74563
24011,"Caroline County, Maryland",29772
24013,"Carroll County, Maryland",150897
24015,"Cecil County, Maryland",85951
24017,"Charles County, Maryland",120546
24019,"Dorchester County, Maryland",30674
24021,"Frederick County, Maryland",195277
24023,"Garrett County, Maryland",29846
24025,"Harford County, Maryland",218590
24027,"Howard County, Maryland",247842
24029,"Kent County, Maryland",19197
24031,"Montgomery County, Maryland",873341
24033,"Prince George's County, Maryland",801515
24035,"Queen Anne's County, Maryland",40563
24037,"St. Mary's County, Maryland",86211
24039,"Somerset County, Maryland",24747
24041,"Talbot County, Maryland",33812
24043,"Washington County, Maryland",131923
24045,"Wicomico County, Maryland",84644
24047,"Worcester County, Maryland",46543
24510,"Baltimore city, Maryland",651154
25001,"Barnstable County, Massachusetts",222230
25003,"Berkshire County, Massachusetts",134953
25005,"Bristol County, Massachusetts",534678
25007,"Dukes County, Massachusetts",14987
25009,"Essex County, Massachusetts",723419
25011,"Franklin County, Massachusetts",71535
25013,"Hampden County, Massachusetts",456228
25015,"Hampshire County, Massachusetts",152251
25017,"Middlesex County, Massachusetts",1465396
25019,"Nantucket County, Massachusetts",9520
25021,"Norfolk County, Massachusetts",650308
25023,"Plymouth County, Massachusetts",472822
25025,"Suffolk County, Massachusetts",689807
25027,"Worcester County, Massachusetts",750963
26001,"Alcona County, Michigan",11719
26003,"Alger County, Michigan",9862
26005,"Allegan County, Michigan",105665
26007,"Alpena County, Michigan",31314
26009,"Antrim County, Michigan",23110
26011,"Arenac County, Michigan",17269
26013,"Baraga County, Michigan",8746
26015,"Barry County, Michigan",56755
26017,"Bay County, Michigan",110157
26019,"Benzie County, Michigan",15998
26021,"Berrien County, Michigan",162453
26023,"Branch County, Michigan",45787
26025,"Calhoun County, Michigan",137985
26027,"Cass County, Michigan",51104
26029,"Charlevoix County, Michigan",26090
26031,"Cheboygan County, Michigan",26448
26033,"Chippewa County, Michigan",38543
26035,"Clare County, Michigan",31252
26037,"Clinton County, Michigan",64753
26039,"Crawford County, Michigan",14273
26041,"Delta County, Michigan",38520
26043,"Dickinson County, Michigan",27472
26045,"Eaton County, Michigan",103655
26047,"Emmet County, Michigan",31437
26049,"Genesee County, Michigan",436141
26051,"Gladwin County, Michigan",26023
26053,"Gogebic County, Michigan",17370
26055,"Grand Traverse County, Michigan",77654
26057,"Gratiot County, Michigan",42285
26059,"Hillsdale County, Michigan",46527
26061,"Houghton County, Michigan",36016
26063,"Huron County, Michigan",36079
26065,"Ingham County, Michigan",279320
26067,"Ionia County, Michigan",61518
26069,"Iosco County, Michigan",27339
26071,"Iron County, Michigan",13138
26073,"Isabella County, Michigan",63351
26075,"Jackson County, Michigan",158422
26077,"Kalamazoo County, Michigan",238603
26079,"Kalkaska County, Michigan",16571
26081,"Kent County, Michigan",574335
26083,"Keweenaw County, Michigan",2301
26085,"Lake County, Michigan",11333
26087,"Lapeer County, Michigan",87904
26089,"Leelanau County, Michigan",21119
26091,"Lenawee County, Michigan",98890
26093,"Livingston County, Michigan",156951
26095,"Luce County, Michigan",7024
26097,"Mackinac County, Michigan",11943
26099,"Macomb County, Michigan",788149
26101,"Manistee County, Michigan",24527
26103,"Marquette County, Michigan",64634
26105,"Mason County, Michigan",28274
26107,"Mecosta County, Michigan",40553
26109,"Menominee County, Michigan",25326
26111,"Midland County, Michigan",82874
26113,"Missaukee County, Michigan",14478
26115,"Monroe County, Michigan",145945
26117,"Montcalm County, Michigan",61266
26119,"Montmorency County, Michigan",10315
26121,"Muskegon County, Michigan",170200
26123,"Newaygo County, Michigan",47874
26125,"Oakland County, Michigan",1194156
26127,"Oceana County, Michigan",26873
26129,"Ogemaw County, Michigan",21645
26131,"Ontonagon County, Michigan",7818
26133,"Osceola County, Michigan",23197
26135,"Oscoda County, Michigan",9418
26137,"Otsego County, Michigan",23301
26139,"Ottawa County, Michigan",238314
26141,"Presque Isle County, Michigan",14411
26143,"Roscommon County, Michigan",25469
26145,"Saginaw County, Michigan",210039
26147,"St. Clair County, Michigan",164235
26149,"St. Joseph County, Michigan",62422
26151,"Sanilac County, Michigan",44547
26153,"Schoolcraft County, Michigan",8903
26155,"Shiawassee County, Michigan",71687
26157,"Tuscola County, Michigan",58266
26159,"Van Buren County, Michigan",76263
26161,"Washtenaw County, Michigan",322895
26163,"Wayne County, Michigan",2061162
26165,"Wexford County, Michigan",30484
27001,"Aitkin County, Minnesota",15301
27003,"Anoka County, Minnesota",298084
27005,"Becker County, Minnesota",30000
27007,"Beltrami County, Minnesota",39650
27009,"Benton County, Minnesota",34226
27011,"Big Stone County, Minnesota",5820
27013,"Blue Earth County, Minnesota",55941
27015,"Brown County, Minnesota",26911
27017,"Carlton County, Minnesota",31671
27019,"Carver County, Minnesota",70205
27021,"Cass County, Minnesota",27150
27023,"Chippewa County, Minnesota",13088
27025,"Chisago County, Minnesota",41101
27027,"Clay County, Minnesota",51229
27029,"Clearwater County, Minnesota",8423
27031,"Cook County, Minnesota",5168
27033,"Cottonwood County, Minnesota",12167
27035,"Crow Wing County, Minnesota",55099
27037,"Dakota County, Minnesota",355904
27039,"Dodge County, Minnesota",17731
27041,"Douglas County, Minnesota",32821
27043,"Faribault County, Minnesota",16181
27045,"Fillmore County, Minnesota",21122
27047,"Freeborn County, Minnesota",32584
27049,"Goodhue County, Minnesota",44127
27051,"Grant County, Minnesota",6289
27053,"Hennepin County, Minnesota",1116200
27055,"Houston County, Minnesota",19718
27057,"Hubbard County, Minnesota",18376
27059,"Isanti County, Minnesota",31287
27061,"Itasca County, Minnesota",43992
27063,"Jackson County, Minnesota",11268
27065,"Kanabec County, Minnesota",14996
27067,"Kandiyohi County, Minnesota",41203
27069,"Kittson County, Minnesota",5285
27071,"Koochiching County, Minnesota",14355
27073,"Lac qui Parle County, Minnesota",8067
27075,"Lake County, Minnesota",11058
27077,"Lake of the Woods County, Minnesota",4522
27079,"Le Sueur County, Minnesota",25426
27081,"Lincoln County, Minnesota",6429
27083,"Lyon County, Minnesota",25425
27085,"McLeod County, Minnesota",34898
27087,"Mahnomen County, Minnesota",5190
27089,"Marshall County, Minnesota",10155
27091,"Martin County, Minnesota",21802
27093,"Meeker County, Minnesota",22644
27095,"Mille Lacs County, Minnesota",22330
27097,"Morrison County, Minnesota",31712
27099,"Mower County, Minnesota",38603
27101,"Murray County, Minnesota",9165
27103,"Nicollet County, Minnesota",29771
27105,"Nobles County, Minnesota",20832
27107,"Norman County, Minnesota",7442
27109,"Olmsted County, Minnesota",124277
27111,"Otter Tail County, Minnesota",57159
27113,"Pennington County, Minnesota",13584
27115,"Pine County, Minnesota",26530
27117,"Pipestone County, Minnesota",9895
27119,"Polk County, Minnesota",31369
27121,"Pope County, Minnesota",11236
27123,"Ramsey County, Minnesota",511035
27125,"Red Lake County, Minnesota",4299
27127,"Redwood County, Minnesota",16815
27129,"Renville County, Minnesota",17154
27131,"Rice County, Minnesota",56665
27133,"Rock County, Minnesota",9721
27135,"Roseau County, Minnesota",16338
27137,"St. Louis County, Minnesota",200528
27139,"Scott County, Minnesota",89498
27141,"Sherburne County, Minnesota",64417
27143,"Sibley County, Minnesota",15356
27145,"Stearns County, Minnesota",133166
27147,"Steele County, Minnesota",33680
27149,"Stevens County, Minnesota",10053
27151,"Swift County, Minnesota",11956
27153,"Todd County, Minnesota",24426
27155,"Traverse County, Minnesota",4134
27157,"Wabasha County, Minnesota",21610
27159,"Wadena County, Minnesota",13713
27161,"Waseca County, Minnesota",19526
27163,"Washington County, Minnesota",201130
27165,"Watonwan County, Minnesota",11876
27167,"Wilkin County, Minnesota",7138
27169,"Winona County, Minnesota",49985
27171,"Wright County, Minnesota",89986
27173,"Yellow Medicine County, Minnesota",11080
28001,"Adams County, Mississippi",34340
28003,"Alcorn County, Mississippi",34558
28005,"Amite County, Mississippi",13599
28007,"Attala County, Mississippi",19661
28009,"Benton County, Mississippi",8026
28011,"Bolivar County, Mississippi",40633
28013,"Calhoun County, Mississippi",15069
28015,"Carroll County, Mississippi",10769
28017,"Chickasaw County, Mississippi",19440
28019,"Choctaw County, Mississippi",9758
28021,"Claiborne County, Mississippi",11831
28023,"Clarke County, Mississippi",17955
28025,"Clay County, Mississippi",21979
28027,"Coahoma County, Mississippi",30622
28029,"Copiah County, Mississippi",28757
28031,"Covington County, Mississippi",19407
28033,"DeSoto County, Mississippi",107199
28035,"Forrest County, Mississippi",72604
28037,"Franklin County, Mississippi",8448
28039,"George County, Mississippi",19144
28041,"Greene County, Mississippi",13299
28043,"Grenada County, Mississippi",23263
28045,"Hancock County, Mississippi",42967
28047,"Harrison County, Mississippi",189601
28049,"Hinds County, Mississippi",250800
28051,"Holmes County, Mississippi",21609
28053,"Humphreys County, Mississippi",11206
28055,"Issaquena County, Mississippi",2274
28057,"Itawamba County, Mississippi",22770
28059,"Jackson County, Mississippi",131420
28061,"Jasper County, Mississippi",18149
28063,"Jefferson County, Mississippi",9740
28065,"Jefferson Davis County, Mississippi",13962
28067,"Jones County, Mississippi",64958
28069,"Kemper County, Mississippi",10453
28071,"Lafayette County, Mississippi",38744
28073,"Lamar County, Mississippi",39070
28075,"Lauderdale County, Mississippi",78161
28077,"Lawrence County, Mississippi",13258
28079,"Leake County, Mississippi",20940
28081,"Lee County, Mississippi",75755
28083,"Leflore County, Mississippi",37947
28085,"Lincoln County, Mississippi",33166
28087,"Lowndes County, Mississippi",61586
28089,"Madison County, Mississippi",74674
28091,"Marion County, Mississippi",25595
28093,"Marshall County, Mississippi",34993
28095,"Monroe County, Mississippi",38014
28097,"Montgomery County, Mississippi",12189
28099,"Neshoba County, Mississippi",28684
28101,"Newton County, Mississippi",21838
28103,"Noxubee County, Mississippi",12548
28105,"Oktibbeha County, Mississippi",42902
28107,"Panola County, Mississippi",34274
28109,"Pearl River County, Mississippi",48621
28111,"Perry County, Mississippi",12138
28113,"Pike County, Mississippi",38940
28115,"Pontotoc County, Mississippi",26726
28117,"Prentiss County, Mississippi",25556
28119,"Quitman County, Mississippi",10117
28121,"Rankin County, Mississippi",115327
28123,"Scott County, Mississippi",28423
28125,"Sharkey County, Mississippi",6580
28127,"Simpson County, Mississippi",27639
28129,"Smith County, Mississippi",16182
28131,"Stone County, Mississippi",13622
28133,"Sunflower County, Mississippi",34369
28135,"Tallahatchie County, Mississippi",14903
28137,"Tate County, Mississippi",25370
28139,"Tippah County, Mississippi",20826
28141,"Tishomingo County, Mississippi",19163
28143,"Tunica County, Mississippi",9227
28145,"Union County, Mississippi",25362
28147,"Walthall County, Mississippi",15156
28149,"Warren County, Mississippi",49644
28151,"Washington County, Mississippi",62977
28153,"Wayne County, Mississippi",21216
28155,"Webster County, Mississippi",10294
28157,"Wilkinson County, Mississippi",10312
28159,"Winston County, Mississippi",20160
28161,"Yalobusha County, Mississippi",13051
28163,"Yazoo County, Mississippi",28149
29001,"Adair County, Missouri",24977
29003,"Andrew County, Missouri",16492
29005,"Atchison County, Missouri",6430
29007,"Audrain County, Missouri",25853
29009,"Barry County, Missouri",34010
29011,"Barton County, Missouri",12541
29013,"Bates County, Missouri",16653
29015,"Benton County, Missouri",17180
29017,"Bollinger County, Missouri",12029
29019,"Boone County, Missouri",135454
29021,"Buchanan County, Missouri",85998
29023,"Butler County, Missouri",40867
29025,"Caldwell County, Missouri",8969
29027,"Callaway County, Missouri",40766
29029,"Camden County, Missouri",37051
29031,"Cape Girardeau County, Missouri",68693
29033,"Carroll County, Missouri",10285
29035,"Carter County, Missouri",5941
29037,"Cass County, Missouri",82092
29039,"Cedar County, Missouri",13733
29041,"Chariton County, Missouri",8438
29043,"Christian County, Missouri",54285
29045,"Clark County, Missouri",7416
29047,"Clay County, Missouri",184006
29049,"Clinton County, Missouri",18979
29051,"Cole County, Missouri",71397
29053,"Cooper County, Missouri",16670
29055,"Crawford County, Missouri",22804
29057,"Dade County, Missouri",7923
29059,"Dallas County, Missouri",15661
29061,"Daviess County, Missouri",8016
29063,"DeKalb County, Missouri",11597
29065,"Dent County, Missouri",14927
29067,"Douglas County, Missouri",13084
29069,"Dunklin County, Missouri",33155
29071,"Franklin County, Missouri",93807
29073,"Gasconade County, Missouri",15342
29075,"Gentry County, Missouri",6861
29077,"Greene County, Missouri",240391
29079,"Grundy County, Missouri",10432
29081,"Harrison County, Missouri",8850
29083,"Henry County, Missouri",21997
29085,"Hickory County, Missouri",8940
29087,"Holt County, Missouri",5351
29089,"Howard County, Missouri",10212
29091,"Howell County, Missouri",37238
29093,"Iron County, Missouri",10697
29095,"Jackson County, Missouri",654880
29097,"Jasper County, Missouri",104686
29099,"Jefferson County, Missouri",198099
29101,"Johnson County, Missouri",48258
29103,"Knox County, Missouri",4361
29105,"Laclede County, Missouri",32513
29107,"Lafayette County, Missouri",32960
29109,"Lawrence County, Missouri",35204
29111,"Lewis County, Missouri",10494
29113,"Lincoln County, Missouri",38944
29115,"Linn County, Missouri",13754
29117,"Livingston County, Missouri",14558
29119,"McDonald County, Missouri",21681
29121,"Macon County, Missouri",15762
29123,"Madison County, Missouri",11800
29125,"Maries County, Missouri",8903
29127,"Marion County, Missouri",28289
29129,"Mercer County, Missouri",3757
29131,"Miller County, Missouri",23564
29133,"Mississippi County, Missouri",13427
29135,"Moniteau County, Missouri",14827
29137,"Monroe County, Missouri",9311
29139,"Montgomery County, Missouri",12136
