GEOID,NAME,P01
05069,"Jefferson County, Arkansas",77435
05071,"Johnson County, Arkansas",25540
05073,"Lafayette County, Arkansas",7645
05075,"Lawrence County, Arkansas",17415
05077,"Lee County, Arkansas",10424
05079,"Lincoln County, Arkansas",14134
05081,"Little River County, Arkansas",13171
05083,"Logan County, Arkansas",22353
05085,"Lonoke County, Arkansas",68356
05087,"Madison County, Arkansas",15717
05089,"Marion County, Arkansas",16653
05091,"Miller County, Arkansas",43462
05093,"Mississippi County, Arkansas",46480
05095,"Monroe County, Arkansas",8149
05097,"Montgomery County, Arkansas",9487
05099,"Nevada County, Arkansas",8997
05101,"Newton County, Arkansas",8330
05103,"Ouachita County, Arkansas",26121
05105,"Perry County, Arkansas",10445
05107,"Phillips County, Arkansas",21757
05109,"Pike County, Arkansas",11291
05111,"Poinsett County, Arkansas",24583
05113,"Polk County, Arkansas",20662
05115,"Pope County, Arkansas",61754
05117,"Prairie County, Arkansas",8715
05119,"Pulaski County, Arkansas",382748
05121,"Randolph County, Arkansas",17969
05123,"St. Francis County, Arkansas",28258
05125,"Saline County, Arkansas",107118
05127,"Scott County, Arkansas",11233
05129,"Searcy County, Arkansas",8195
05131,"Sebastian County, Arkansas",125744
05133,"Sevier County, Arkansas",17058
05135,"Sharp County, Arkansas",17264
05137,"Stone County, Arkansas",12394
05139,"Union County, Arkansas",41639
05141,"Van Buren County, Arkansas",17295
05143,"Washington County, Arkansas",203065
05145,"White County, Arkansas",77076
05147,"Woodruff County, Arkansas",7260
05149,"Yell County, Arkansas",22185
06001,"Alameda County, California",1510271
06003,"Alpine County, California",1175
06005,"Amador County, California",38091
06007,"Butte County, California",220000
06009,"Calaveras County, California",45578
06011,"Colusa County, California",21419
06013,"Contra Costa County, California",1049025
06015,"Del Norte County, California",28610
06017,"El Dorado County, California",181058
06019,"Fresno County, California",930450
06021,"Glenn County, California",28122
06023,"Humboldt County, California",134623
06025,"Imperial County, California",174528
06027,"Inyo County, California",18546
06029,"Kern County, California",839631
06031,"Kings County, California",152982
06033,"Lake County, California",64665
06035,"Lassen County, California",34895
06037,"Los Angeles County, California",9818605
06039,"Madera County, California",150865
06041,"Marin County, California",252409
06043,"Mariposa County, California",18251
06045,"Mendocino County, California",87841
06047,"Merced County, California",255793
06049,"Modoc County, California",9686
06051,"Mono County, California",14202
06053,"Monterey County, California",415057
06055,"Napa County, California",136484
06057,"Nevada County, California",98764
06059,"Orange County, California",3010232
06061,"Placer County, California",348432
06063,"Plumas County, California",20007
06065,"Riverside County, California",2189641
06067,"Sacramento County, California",1418788
06069,"San Benito County, California",55269
06071,"San Bernardino County, California",2035210
06073,"San Diego County, California",3095313
06075,"San Francisco County, California",805235
06077,"San Joaquin County, California",685306
06079,"San Luis Obispo County, California",269637
06081,"San Mateo County, California",718451
06083,"Santa Barbara County, California",423895
06085,"Santa Clara County, California",1781642
06087,"Santa Cruz County, California",262382
06089,"Shasta County, California",177223
06091,"Sierra County, California",3240
06093,"Siskiyou County, California",44900
06095,"Solano County, California",413344
06097,"Sonoma County, California",483878
06099,"Stanislaus County, California",514453
06101,"Sutter County, California",94737
06103,"Tehama County, California",63463
06105,"Trinity County, California",13786
06107,"Tulare County, California",442179
06109,"Tuolumne County, California",55365
06111,"Ventura County, California",823318
06113,"Yolo County, California",200849
06115,"Yuba County, California",72155
08001,"Adams County, Colorado",441603
08003,"Alamosa County, Colorado",15445
08005,"Arapahoe County, Colorado",571914
08007,"Archuleta County, Colorado",12084
08009,"Baca County, Colorado",3788
08011,"Bent County, Colorado",6499
08013,"Boulder County, Colorado",294567
08014,"Broomfield County, Colorado",55889
08015,"Chaffee County, Colorado",17809
08017,"Cheyenne County, Colorado",1836
08019,"Clear Creek County, Colorado",9088
08021,"Conejos County, Colorado",8256
08023,"Costilla County, Colorado",3524
08025,"Crowley County, Colorado",5823
08027,"Custer County, Colorado",4255
08029,"Delta County, Colorado",30952
08031,"Denver County, Colorado",600247
08033,"Dolores County, Colorado",2064
08035,"Douglas County, Colorado",285465
08037,"Eagle County, Colorado",52197
08039,"Elbert County, Colorado",23086
08041,"El Paso County, Colorado",622263
08043,"Fremont County, Colorado",46824
08045,"Garfield County, Colorado",56389
08047,"Gilpin County, Colorado",5441
08049,"Grand County, Colorado",14843
08051,"Gunnison County, Colorado",15324
08053,"Hinsdale County, Colorado",843
08055,"Huerfano County, Colorado",6711
08057,"Jackson County, Colorado",1394
08059,"Jefferson County, Colorado",534543
08061,"Kiowa County, Colorado",1398
08063,"Kit Carson County, Colorado",8270
08065,"Lake County, Colorado",7310
08067,"La Plata County, Colorado",51334
08069,"Larimer County, Colorado",299630
08071,"Las Animas County, Colorado",15507
08073,"Lincoln County, Colorado",5467
08075,"Logan County, Colorado",22709
08077,"Mesa County, Colorado",146723
08079,"Mineral County, Colorado",712
08081,"Moffat County, Colorado",13795
08083,"Montezuma County, Colorado",25535
08085,"Montrose County, Colorado",41276
08087,"Morgan County, Colorado",28159
08089,"Otero County, Colorado",18831
08091,"Ouray County, Colorado",4436
08093,"Park County, Colorado",16206
08095,"Phillips County, Colorado",4442
08097,"Pitkin County, Colorado",17148
08099,"Prowers County, Colorado",12551
08101,"Pueblo County, Colorado",159063
08103,"Rio Blanco County, Colorado",6666
08105,"Rio Grande County, Colorado",11982
08107,"Routt County, Colorado",23509
08109,"Saguache County, Colorado",6108
08111,"San Juan County, Colorado",699
08113,"San Miguel County, Colorado",7359
08115,"Sedgwick County, Colorado",2379
08117,"Summit County, Colorado",27994
08119,"Teller County, Colorado",23350
08121,"Washington County, Colorado",4814
08123,"Weld County, Colorado",252825
08125,"Yuma County, Colorado",10043
09001,"Fairfield County, Connecticut",916829
09003,"Hartford County, Connecticut",894014
09005,"Litchfield County, Connecticut",189927
09007,"Middlesex County, Connecticut",165676
09009,"New Haven County, Connecticut",862477
09011,"New London County, Connecticut",274055
09013,"Tolland County, Connecticut",152691
09015,"Windham County, Connecticut",118428
10001,"Kent County, Delaware",162310
10003,"New Castle County, Delaware",538479
10005,"Sussex County, Delaware",197145
11001,"District of Columbia, District of Columbia",601767
12001,"Alachua County, Florida",247336
12003,"Baker County, Florida",27115
12005,"Bay County, Florida",168852
12007,"Bradford County, Florida",28520
12009,"Brevard County, Florida",543376
12011,"Broward County, Florida",1748066
12013,"Calhoun County, Florida",14625
12015,"Charlotte County, Florida",159978
12017,"Citrus County, Florida",141236
12019,"Clay County, Florida",190865
12021,"Collier County, Florida",321520
12023,"Columbia County, Florida",67531
12027,"DeSoto County, Florida",34862
12029,"Dixie County, Florida",16422
12031,"Duval County, Florida",864263
12033,"Escambia County, Florida",297619
12035,"Flagler County, Florida",95696
12037,"Franklin County, Florida",11549
12039,"Gadsden County, Florida",46389
12041,"Gilchrist County, Florida",16939
12043,"Glades County, Florida",12884
12045,"Gulf County, Florida",15863
12047,"Hamilton County, Florida",14799
12049,"Hardee County, Florida",27731
12051,"Hendry County, Florida",39140
12053,"Hernando County, Florida",172778
12055,"Highlands County, Florida",98786
12057,"Hillsborough County, Florida",1229226
12059,"Holmes County, Florida",19927
12061,"Indian River County, Florida",138028
12063,"Jackson County, Florida",49746
12065,"Jefferson County, Florida",14761
12067,"Lafayette County, Florida",8870
12069,"Lake County, Florida",297047
12071,"Lee County, Florida",618754
12073,"Leon County, Florida",275487
12075,"Levy County, Florida",40801
12077,"Liberty County, Florida",8365
12079,"Madison County, Florida",19224
12081,"Manatee County, Florida",322833
12083,"Marion County, Florida",331303
12085,"Martin County, Florida",146318
12086,"Miami-Dade County, Florida",2496457
12087,"Monroe County, Florida",73090
12089,"Nassau County, Florida",73314
12091,"Okaloosa County, Florida",180822
12093,"Okeechobee County, Florida",39996
12095,"Orange County, Florida",1145956
12097,"Osceola County, Florida",268685
12099,"Palm Beach County, Florida",1320134
12101,"Pasco County, Florida",464697
12103,"Pinellas County, Florida",916542
12105,"Polk County, Florida",602095
12107,"Putnam County, Florida",74364
12109,"St. Johns County, Florida",190039
12111,"St. Lucie County, Florida",277789
12113,"Santa Rosa County, Florida",151372
12115,"Sarasota County, Florida",379448
12117,"Seminole County, Florida",422718
12119,"Sumter County, Florida",93420
12121,"Suwannee County, Florida",41551
12123,"Taylor County, Florida",22570
12125,"Union County, Florida",15535
12127,"Volusia County, Florida",494593
12129,"Wakulla County, Florida",30776
12131,"Walton County, Florida",55043
12133,"Washington County, Florida",24896
13001,"Appling County, Georgia",18236
13003,"Atkinson County, Georgia",8375
13005,"Bacon County, Georgia",11096
13007,"Baker County, Georgia",3451
13009,"Baldwin County, Georgia",45720
13011,"Banks County, Georgia",18395
13013,"Barrow County, Georgia",69367
13015,"Bartow County, Georgia",100157
13017,"Ben Hill County, Georgia",17634
13019,"Berrien County, Georgia",19286
13021,"Bibb County, Georgia",155547
13023,"Bleckley County, Georgia",13063
13025,"Brantley County, Georgia",18411
13027,"Brooks County, Georgia",16243
13029,"Bryan County, Georgia",30233
13031,"Bulloch County, Georgia",70217
13033,"Burke County, Georgia",23316
13035,"Butts County, Georgia",23655
13037,"Calhoun County, Georgia",6694
13039,"Camden County, Georgia",50513
13043,"Candler County, Georgia",10998
13045,"Carroll County, Georgia",110527
13047,"Catoosa County, Georgia",63942
13049,"Charlton County, Georgia",12171
13051,"Chatham County, Georgia",265133
13053,"Chattahoochee County, Georgia",11267
13055,"Chattooga County, Georgia",26015
13057,"Cherokee County, Georgia",214346
13059,"Clarke County, Georgia",116714
13061,"Clay County, Georgia",3183
13063,"Clayton County, Georgia",259424
13065,"Clinch County, Georgia",6798
13067,"Cobb County, Georgia",688078
13069,"Coffee County, Georgia",42356
13071,"Colquitt County, Georgia",45498
13073,"Columbia County, Georgia",124053
13075,"Cook County, Georgia",17212
13077,"Coweta County, Georgia",127317
13079,"Crawford County, Georgia",12630
13081,"Crisp County, Georgia",23439
13083,"Dade County, Georgia",16633
13085,"Dawson County, Georgia",22330
13087,"Decatur County, Georgia",27842
13089,"DeKalb County, Georgia",691897
13091,"Dodge County, Georgia",21796
13093,"Dooly County, Georgia",14918
13095,"Dougherty County, Georgia",94565
13097,"Douglas County, Georgia",132403
13099,"Early County, Georgia",11008
13101,"Echols County, Georgia",4034
13103,"Effingham County, Georgia",52250
13105,"Elbert County, Georgia",20166
13107,"Emanuel County, Georgia",22598
13109,"Evans County, Georgia",11000
13111,"Fannin County, Georgia",23682
13113,"Fayette County, Georgia",106567
13115,"Floyd County, Georgia",96317
13117,"Forsyth County, Georgia",175511
13119,"Franklin County, Georgia",22084
13121,"Fulton County, Georgia",920577
13123,"Gilmer County, Georgia",28292
13125,"Glascock County, Georgia",3082
13127,"Glynn County, Georgia",79626
13129,"Gordon County, Georgia",55186
13131,"Grady County, Georgia",25011
13133,"Greene County, Georgia",15994
13135,"Gwinnett County, Georgia",805321
13137,"Habersham County, Georgia",43041
13139,"Hall County, Georgia",179684
13141,"Hancock County, Georgia",9429
13143,"Haralson County, Georgia",28780
13145,"Harris County, Georgia",32024
13147,"Hart County, Georgia",25213
13149,"Heard County, Georgia",11834
13151,"Henry County, Georgia",203922
13153,"Houston County, Georgia",139900
13155,"Irwin County, Georgia",9538
13157,"Jackson County, Georgia",60485
13159,"Jasper County, Georgia",13900
13161,"Jeff Davis County, Georgia",15068
13163,"Jefferson County, Georgia",16930
13165,"Jenkins County, Georgia",8340
13167,"Johnson County, Georgia",9980
13169,"Jones County, Georgia",28669
13171,"Lamar County, Georgia",18317
13173,"Lanier County, Georgia",10078
13175,"Laurens County, Georgia",48434
13177,"Lee County, Georgia",28298
13179,"Liberty County, Georgia",63453
13181,"Lincoln County, Georgia",7996
13183,"Long County, Georgia",14464
13185,"Lowndes County, Georgia",109233
13187,"Lumpkin County, Georgia",29966
13189,"McDuffie County, Georgia",21875
13191,"McIntosh County, Georgia",14333
13193,"Macon County, Georgia",14740
13195,"Madison County, Georgia",28120
13197,"Marion County, Georgia",8742
13199,"Meriwether County, Georgia",21992
13201,"Miller County, Georgia",6125
13205,"Mitchell County, Georgia",23498
13207,"Monroe County, Georgia",26424
13209,"Montgomery County, Georgia",9123
13211,"Morgan County, Georgia",17868
13213,"Murray County, Georgia",39628
13215,"Muscogee County, Georgia",189885
13217,"Newton County, Georgia",99958
13219,"Oconee County, Georgia",32808
13221,"Oglethorpe County, Georgia",14899
13223,"Paulding County, Georgia",142324
13225,"Peach County, Georgia",27695
13227,"Pickens County, Georgia",29431
13229,"Pierce County, Georgia",18758
13231,"Pike County, Georgia",17869
13233,"Polk County, Georgia",41475
13235,"Pulaski County, Georgia",12010
13237,"Putnam County, Georgia",21218
13239,"Quitman County, Georgia",2513
13241,"Rabun County, Georgia",16276
13243,"Randolph County, Georgia",7719
13245,"Richmond County, Georgia",200549
13247,"Rockdale County, Georgia",85215
13249,"Schley County, Georgia",5010
13251,"Screven County, Georgia",14593
13253,"Seminole County, Georgia",8729
13255,"Spalding County, Georgia",64073
13257,"Stephens County, Georgia",26175
13259,"Stewart County, Georgia",6058
13261,"Sumter County, Georgia",32819
13263,"Talbot County, Georgia",6865
13265,"Taliaferro County, Georgia",1717
13267,"Tattnall County, Georgia",25520
13269,"Taylor County, Georgia",8906
13271,"Telfair County, Georgia",16500
13273,"Terrell County, Georgia",9507
13275,"Thomas County, Georgia",44720
13277,"Tift County, Georgia",40118
13279,"Toombs County, Georgia",27223
13281,"Towns County, Georgia",10471
13283,"Treutlen County, Georgia",6885
13285,"Troup County, Georgia",67044
13287,"Turner County, Georgia",8930
13289,"Twiggs County, Georgia",9023
13291,"Union County, Georgia",21356
13293,"Upson County, Georgia",27153
13295,"Walker County, Georgia",68756
13297,"Walton County, Georgia",83768
13299,"Ware County, Georgia",36312
13301,"Warren County, Georgia",5834
13303,"Washington County, Georgia",21187
13305,"Wayne County, Georgia",30099
13307,"Webster County, Georgia",2799
13309,"Wheeler County, Georgia",7421
13311,"White County, Georgia",27144
13313,"Whitfield County, Georgia",102599
13315,"Wilcox County, Georgia",9255
13317,"Wilkes County, Georgia",10593
13319,"Wilkinson County, Georgia",9563
13321,"Worth County, Georgia",21679
15,"Hawaii",1360301
16001,"Ada County, Idaho",392365
16003,"Adams County, Idaho",3976
16005,"Bannock County, Idaho",82839
16007,"Bear Lake County, Idaho",5986
16009,"Benewah County, Idaho",9285
16011,"Bingham County, Idaho",45607
16013,"Blaine County, Idaho",21376
16015,"Boise County, Idaho",7028
16017,"Bonner County, Idaho",40877
16019,"Bonneville County, Idaho",104304
16021,"Boundary County, Idaho",10972
16023,"Butte County, Idaho",2891
16025,"Camas County, Idaho",1117
16027,"Canyon County, Idaho",188923
16029,"Caribou County, Idaho",6963
16031,"Cassia County, Idaho",22952
16033,"Clark County, Idaho",982
16035,"Clearwater County, Idaho",8761
16037,"Custer County, Idaho",4368
16039,"Elmore County, Idaho",27038
16041,"Franklin County, Idaho",12786
16043,"Fremont County, Idaho",13242
16045,"Gem County, Idaho",16719
16047,"Gooding County, Idaho",15464
16049,"Idaho County, Idaho",16267
16051,"Jefferson County, Idaho",26140
16053,"Jerome County, Idaho",22374
16055,"Kootenai County, Idaho",138494
16057,"Latah County, Idaho",37244
16059,"Lemhi County, Idaho",7936
16061,"Lewis County, Idaho",3821
16063,"Lincoln County, Idaho",5208
16065,"Madison County, Idaho",37536
16067,"Minidoka County, Idaho",20069
16069,"Nez Perce County, Idaho",39265
16071,"Oneida County, Idaho",4286
16073,"Owyhee County, Idaho",11526
16075,"Payette County, Idaho",22623
16077,"Power County, Idaho",7817
16079,"Shoshone County, Idaho",12765
16081,"Teton County, Idaho",10170
16083,"Twin Falls County, Idaho",77230
16085,"Valley County, Idaho",9862
16087,"Washington County, Idaho",10198
17001,"Adams County, Illinois",67103
17003,"Alexander County, Illinois",8238
17005,"Bond County, Illinois",17768
17007,"Boone County, Illinois",54165
17009,"Brown County, Illinois",6937
17011,"Bureau County, Illinois",34978
17013,"Calhoun County, Illinois",5089
17015,"Carroll County, Illinois",15387
17017,"Cass County, Illinois",13642
17019,"Champaign County, Illinois",201081
17021,"Christian County, Illinois",34800
17023,"Clark County, Illinois",16335
17025,"Clay County, Illinois",13815
17027,"Clinton County, Illinois",37762
17029,"Coles County, Illinois",53873
17031,"Cook County, Illinois",5194675
17033,"Crawford County, Illinois",19817
17035,"Cumberland County, Illinois",11048
17037,"DeKalb County, Illinois",105160
17039,"De Witt County, Illinois",16561
17041,"Douglas County, Illinois",19980
17043,"DuPage County, Illinois",916924
17045,"Edgar County, Illinois",18576
17047,"Edwards County, Illinois",6721
17049,"Effingham County, Illinois",34242
17051,"Fayette County, Illinois",22140
17053,"Ford County, Illinois",14081
17055,"Franklin County, Illinois",39561
17057,"Fulton County, Illinois",37069
17059,"Gallatin County, Illinois",5589
17061,"Greene County, Illinois",13886
17063,"Grundy County, Illinois",50063
17065,"Hamilton County, Illinois",8457
17067,"Hancock County, Illinois",19104
17069,"Hardin County, Illinois",4320
17071,"Henderson County, Illinois",7331
17073,"Henry County, Illinois",50486
17075,"Iroquois County, Illinois",29718
17077,"Jackson County, Illinois",60218
17079,"Jasper County, Illinois",9698
17081,"Jefferson County, Illinois",38827
17083,"Jersey County, Illinois",22985
17085,"Jo Daviess County, Illinois",22678
17087,"Johnson County, Illinois",12582
17089,"Kane County, Illinois",515269
17091,"Kankakee County, Illinois",113449
17093,"Kendall County, Illinois",114736
17095,"Knox County, Illinois",52919
17097,"Lake County, Illinois",703462
17099,"LaSalle County, Illinois",113924
17101,"Lawrence County, Illinois",16833
17103,"Lee County, Illinois",36031
17105,"Livingston County, Illinois",38950
17107,"Logan County, Illinois",30305
17109,"McDonough County, Illinois",32612
17111,"McHenry County, Illinois",308760
17113,"McLean County, Illinois",169572
17115,"Macon County, Illinois",110768
17117,"Macoupin County, Illinois",47765
17119,"Madison County, Illinois",269282
17121,"Marion County, Illinois",39437
17123,"Marshall County, Illinois",12640
17125,"Mason County, Illinois",14666
17127,"Massac County, Illinois",15429
17129,"Menard County, Illinois",12705
17131,"Mercer County, Illinois",16434
17133,"Monroe County, Illinois",32957
17135,"Montgomery County, Illinois",30104
17137,"Morgan County, Illinois",35547
17139,"Moultrie County, Illinois",14846
17141,"Ogle County, Illinois",53497
17143,"Peoria County, Illinois",186494
17145,"Perry County, Illinois",22350
17147,"Piatt County, Illinois",16729
17149,"Pike County, Illinois",16430
17151,"Pope County, Illinois",4470
17153,"Pulaski County, Illinois",6161
17155,"Putnam County, Illinois",6006
17157,"Randolph County, Illinois",33476
17159,"Richland County, Illinois",16233
17161,"Rock Island County, Illinois",147546
17163,"St. Clair County, Illinois",270056
17165,"Saline County, Illinois",24913
17167,"Sangamon County, Illinois",197465
17169,"Schuyler County, Illinois",7544
17171,"Scott County, Illinois",5355
17173,"Shelby County, Illinois",22363
17175,"Stark County, Illinois",5994
17177,"Stephenson County, Illinois",47711
17179,"Tazewell County, Illinois",135394
17181,"Union County, Illinois",17808
17183,"Vermilion County, Illinois",81625
17185,"Wabash County, Illinois",11947
17187,"Warren County, Illinois",17707
17189,"Washington County, Illinois",14716
17191,"Wayne County, Illinois",16760
17193,"White County, Illinois",14665
17195,"Whiteside County, Illinois",58498
17197,"Will County, Illinois",677560
17199,"Williamson County, Illinois",66357
17201,"Winnebago County, Illinois",295266
17203,"Woodford County, Illinois",38664
18001,"Adams County, Indiana",34387
18003,"Allen County, Indiana",355327
18005,"Bartholomew County, Indiana",76794
18007,"Benton County, Indiana",8854
18009,"Blackford County, Indiana",12766
18011,"Boone County, Indiana",56640
18013,"Brown County, Indiana",15242
18015,"Carroll County, Indiana",20155
18017,"Cass County, Indiana",38966
18019,"Clark County, Indiana",110232
18021,"Clay County, Indiana",26890
18023,"Clinton County, Indiana",33224
18025,"Crawford County, Indiana",10713
18027,"Daviess County, Indiana",31648
18029,"Dearborn County, Indiana",50047
18031,"Decatur County, Indiana",25740
18033,"DeKalb County, Indiana",42223
18035,"Delaware County, Indiana",117671
18037,"Dubois County, Indiana",41889
18039,"Elkhart County, Indiana",197559
18041,"Fayette County, Indiana",24277
18043,"Floyd County, Indiana",74578
18045,"Fountain County, Indiana",17240
18047,"Franklin County, Indiana",23087
18049,"Fulton County, Indiana",20836
18051,"Gibson County, Indiana",33503
18053,"Grant County, Indiana",70063
18055,"Greene County, Indiana",33165
18057,"Hamilton County, Indiana",274569
18059,"Hancock County, Indiana",70002
18061,"Harrison County, Indiana",39364
18063,"Hendricks County, Indiana",145448
18065,"Henry County, Indiana",49462
18067,"Howard County, Indiana",82752
18069,"Huntington County, Indiana",37124
18071,"Jackson County, Indiana",42376
18073,"Jasper County, Indiana",33478
18075,"Jay County, Indiana",21253
18077,"Jefferson County, Indiana",32428
18079,"Jennings County, Indiana",28525
18081,"Johnson County, Indiana",139654
18083,"Knox County, Indiana",38440
18085,"Kosciusko County, Indiana",77358
18087,"LaGrange County, Indiana",37128
18089,"Lake County, Indiana",496005
18091,"LaPorte County, Indiana",111467
18093,"Lawrence County, Indiana",46134
18095,"Madison County, Indiana",131636
18097,"Marion County, Indiana",903393
18099,"Marshall County, Indiana",47051
18101,"Martin County, Indiana",10334
18103,"Miami County, Indiana",36903
18105,"Monroe County, Indiana",137974
18107,"Montgomery County, Indiana",38124
18109,"Morgan County, Indiana",68894
18111,"Newton County, Indiana",14244
18113,"Noble County, Indiana",47536
18115,"Ohio County, Indiana",6128
18117,"Orange County, Indiana",19840
18119,"Owen County, Indiana",21575
18121,"Parke County, Indiana",17339
18123,"Perry County, Indiana",19338
18125,"Pike County, Indiana",12845
18127,"Porter County, Indiana",164343
18129,"Posey County, Indiana",25910
18131,"Pulaski County, Indiana",13402
18133,"Putnam County, Indiana",37963
18135,"Randolph County, Indiana",26171
18137,"Ripley County, Indiana",28818
18139,"Rush County, Indiana",17392
18141,"St. Joseph County, Indiana",266931
18143,"Scott County, Indiana",24181
18145,"Shelby County, Indiana",44436
18147,"Spencer County, Indiana",20952
18149,"Starke County, Indiana",23363
18151,"Steuben County, Indiana",34185
18153,"Sullivan County, Indiana",21475
18155,"Switzerland County, Indiana",10613
18157,"Tippecanoe County, Indiana",172780
18159,"Tipton County, Indiana",15936
18161,"Union County, Indiana",7516
18163,"Vanderburgh County, Indiana",179703
18165,"Vermillion County, Indiana",16212
18167,"Vigo County, Indiana",107848
18169,"Wabash County, Indiana",32888
18171,"Warren County, Indiana",8508
18173,"Warrick County, Indiana",59689
18175,"Washington County, Indiana",28262
18177,"Wayne County, Indiana",68917
18179,"Wells County, Indiana",27636
18181,"White County, Indiana",24643
18183,"Whitley County, Indiana",33292
19001,"Adair County, Iowa",7682
19003,"Adams County, Iowa",4029
19005,"Allamakee County, Iowa",14330
19007,"Appanoose County, Iowa",12887
19009,"Audubon County, Iowa",6119
19011,"Benton County, Iowa",26076
19013,"Black Hawk County, Iowa",131090
19015,"Boone County, Iowa",26306
19017,"Bremer County, Iowa",24276
19019,"Buchanan County, Iowa",20958
19021,"Buena Vista County, Iowa",20260
19023,"Butler County, Iowa",14867
19025,"Calhoun County, Iowa",9670
19027,"Carroll County, Iowa",20816
19029,"Cass County, Iowa",13956
19031,"Cedar County, Iowa",18499
19033,"Cerro Gordo County, Iowa",44151
19035,"Cherokee County, Iowa",12072
19037,"Chickasaw County, Iowa",12439
19039,"Clarke County, Iowa",9286
19041,"Clay County, Iowa",16667
19043,"Clayton County, Iowa",18129
19045,"Clinton County, Iowa",49116
19047,"Crawford County, Iowa",17096
19049,"Dallas County, Iowa",66135
19051,"Davis County, Iowa",8753
19053,"Decatur County, Iowa",8457
